Country,year,gfn2gdp,efn2gdp,FCD2GDweo,grossdebt2gdpweo,externdebt2gdp,credit2privat,stdebt2extdebt,CA2gdp,debtserv2res,IntExp2rev,interExtdeb2gdp,debtserv2expor,crisis
Trinidad and Tobago,2013,2,-13,26,0,11,28,0,13,2,6,0,1,0
Trinidad and Tobago,2014,4,-20,21,0,10,28,0,20,1,5,0,1,0
Trinidad and Tobago,2015,7,-15,29,0,12,29,0,15,1,6,0,1,0
Trinidad and Tobago,2016,11,-4,31,0,14,31,0,4,2,7,0,1,0
Trinidad and Tobago,2017,15,12,38,0,19,37,0,-11,2,11,0,2,0
Tunisia,1990,,,,,61,51,,-3,,47,4,,0
Tunisia,1991,,,,,56,59,0,-5,,11,3,26,0
Tunisia,1992,,,72,1,58,55,0,-4,,14,3,26,0
Tunisia,1993,,,68,1,48,54,0,-6,150,14,3,23,0
Tunisia,1994,,,72,1,53,66,0,-6,149,13,3,23,0
Tunisia,1995,,,72,1,57,67,0,-2,96,14,3,21,0
Tunisia,1996,,,73,1,55,68,0,-4,101,16,3,21,0
Tunisia,1997,,,68,1,52,68,0,-2,88,18,3,21,0
Tunisia,1998,,,69,1,52,63,0,-3,77,16,3,19,0
Tunisia,1999,,,70,1,51,59,0,-3,84,14,2,19,0
Tunisia,2000,,,70,1,51,60,0,-2,68,14,2,18,0
Tunisia,2001,,10,69,1,53,59,0,-4,104,14,2,22,0
Tunisia,2002,,9,64,1,59,60,0,-5,73,13,2,15,0
Tunisia,2003,,8,66,1,65,62,0,-3,70,12,2,17,0
Tunisia,2004,3,7,64,1,65,62,0,-3,56,12,2,15,0
Tunisia,2005,0,7,63,1,63,61,0,-2,54,12,2,16,0
Tunisia,2006,1,5,64,1,56,59,0,-1,48,12,2,15,0
Tunisia,2007,4,8,61,0,54,58,0,-2,44,11,2,19,0
Tunisia,2008,3,7,60,0,52,57,0,-2,33,11,2,13,0
Tunisia,2009,0,7,63,0,46,58,0,-4,24,9,2,9,0
Tunisia,2010,3,7,62,0,49,60,0,-3,22,9,2,12,0
Tunisia,2011,3,9,63,0,49,62,0,-5,25,8,1,11,0
Tunisia,2012,7,12,60,0,48,69,0,-7,36,7,1,11,0
Tunisia,2013,7,13,59,0,53,76,0,-8,31,7,1,12,1
Turkey,1990,,,,,28,17,,1,,,2,,0
Turkey,1991,,,,,23,17,0,-1,,,2,33,0
Turkey,1992,,,,,24,17,0,0,,,2,33,0
Turkey,1993,,,,,25,17,0,0,,,2,36,0
Turkey,1994,,,,,27,18,0,-3,,,1,30,1
Turkey,1995,,,,,36,18,0,1,,,2,32,0
Turkey,1996,,,,,31,16,0,-1,,,2,27,0
Turkey,1997,,,,,32,18,0,-1,56,,2,22,0
Turkey,1998,,,,,32,23,0,-1,55,,2,21,1
Turkey,2009,14,16,35,0,37,28,0,-5,125,16,1,52,0
Turkey,2010,17,17,31,0,42,34,0,-2,143,17,1,74,0
Turkey,2011,17,18,28,0,38,37,0,-6,117,13,1,64,0
Turkey,2012,9,23,32,0,36,45,0,-9,140,10,1,67,0
Turkey,2013,8,20,30,0,39,49,0,-5,110,10,1,64,0
Turkey,2014,10,22,34,0,41,52,0,-7,117,9,1,73,0
Turkey,2015,8,23,35,0,43,61,0,-5,139,8,1,80,0
Turkey,2016,5,23,38,0,46,64,0,-4,160,7,1,89,0
Turkey,2017,,22,41,0,47,67,0,-4,160,6,1,91,0
Turkmenistan,1990,,,,,,,,,,,,,0
Turkmenistan,1991,,,,,,,,,,,,,0
Turkmenistan,1992,,,,,,,,,,,,,0
Turkmenistan,1993,,,,,0,,,0,,,0,0,1
Turkmenistan,1997,,,,,28,,0,0,,0,2,15,0
Turkmenistan,1998,,,,1,51,,0,-22,,4,2,27,0
Turkmenistan,1999,,,,1,64,,0,-33,,0,3,35,0
Turkmenistan,2000,,,,1,53,,0,-15,,0,2,28,0
Turkmenistan,2001,,-3,,0,43,,0,8,,0,2,14,0
Turkmenistan,2002,,4,,0,27,,0,2,,0,2,17,0
Turkmenistan,2003,,-3,,0,19,,0,7,,0,1,14,0
Turkmenistan,2004,,1,,0,13,,0,3,,0,0,12,0
Turkmenistan,2005,,2,,0,9,,0,1,,0,0,10,0
Turkmenistan,2006,,-3,,0,5,,0,5,,0,0,6,0
Turkmenistan,2007,,-14,,0,3,,0,16,,0,0,4,0
Turkmenistan,2008,,-15,,0,2,,0,16,,0,0,3,0
Turkmenistan,2009,,-16,,0,3,,0,17,,0,0,2,0
Turkmenistan,2010,,17,,0,2,,0,-17,,0,0,2,0
Turkmenistan,2011,,14,,0,4,,0,-13,,0,0,2,0
Turkmenistan,2012,,1,,0,10,,0,-1,,0,0,1,0
Turkmenistan,2013,,1,,0,18,,0,-1,,0,1,2,0
Turkmenistan,2014,,8,,0,20,,0,-7,,0,1,6,0
Turkmenistan,2015,,10,,0,17,,0,-6,,0,1,8,0
Turkmenistan,2016,,19,,0,22,,0,-16,,,1,13,0
Turkmenistan,2017,,26,,0,23,,0,-20,,,1,21,0
Ukraine,1990,,,,,,,,,,,,,0
Ukraine,1991,,,,,,,,,,,,,0
Ukraine,1992,,,,,,,,,,,,,1
Ukraine,1996,,,,,21,5,0,-3,160,4,2,10,0
Ukraine,1997,,,,,19,1,0,-3,72,4,1,7,0
Ukraine,1998,,,,0,18,1,0,-3,69,5,1,8,1
Ukraine,2002,4,17,,0,54,11,0,4,285,6,1,42,0
Ukraine,2003,3,15,,0,50,13,0,7,231,4,1,44,0
Ukraine,2004,3,15,,0,46,18,0,6,163,3,1,39,0
Ukraine,2005,7,7,75,0,46,25,0,10,129,3,1,30,0
Ukraine,2006,5,11,75,0,44,25,0,3,65,2,1,28,0
Ukraine,2007,3,20,79,0,49,32,0,-1,96,1,1,42,0
Ukraine,2008,3,22,80,0,54,44,0,-4,86,1,1,44,1
Ukraine,2011,10,30,64,0,86,91,0,-2,112,4,1,56,0
Ukraine,2012,7,35,64,0,77,79,0,-6,153,5,1,55,0
Ukraine,2013,9,42,59,0,77,71,0,-8,252,4,1,69,0
Ukraine,2014,9,50,60,0,79,70,0,-9,364,6,1,91,1
United Arab Emirates,1990,,,,,22,32,,10,,,1,,0
United Arab Emirates,1991,,,,,19,30,0,16,,0,2,3,0
United Arab Emirates,1992,,,,,18,25,0,3,,4,1,4,0
United Arab Emirates,1993,,,,,17,27,0,4,11,1,1,3,0
United Arab Emirates,1994,,,,,16,27,0,6,18,0,1,4,0
United Arab Emirates,1995,,,,,18,28,0,0,8,0,1,2,0
United Arab Emirates,1996,,,,,15,29,0,0,21,0,1,5,0
United Arab Emirates,1997,,,,,17,30,0,6,8,0,1,2,0
United Arab Emirates,1998,,,,,22,29,0,11,12,0,1,2,0
United Arab Emirates,1999,,,,,25,31,0,4,12,0,1,3,0
United Arab Emirates,2000,,,,0,23,37,0,7,10,0,1,3,0
United Arab Emirates,2001,,-16,,0,18,36,0,16,12,0,1,3,0
United Arab Emirates,2002,,-3,,0,19,31,0,9,49,0,1,14,0
United Arab Emirates,2003,2,-3,,0,15,34,0,3,4,0,1,1,0
United Arab Emirates,2004,-3,-6,,0,13,36,0,6,4,0,0,1,0
United Arab Emirates,2005,-8,-6,,0,17,36,0,6,5,0,1,1,0
United Arab Emirates,2006,-15,-13,,0,23,38,0,13,11,0,1,2,0
United Arab Emirates,2007,-19,-17,,0,37,44,0,17,21,0,3,4,0
United Arab Emirates,2008,-16,-8,,0,52,47,0,8,12,0,4,5,0
United Arab Emirates,2009,-17,-7,,0,45,56,0,7,23,0,2,3,0
United Arab Emirates,2010,8,-3,,0,52,68,0,3,21,1,2,3,0
United Arab Emirates,2011,1,-4,,0,47,84,0,4,15,1,2,2,0
United Arab Emirates,2012,-1,-13,,0,39,74,0,13,13,1,1,2,0
United Arab Emirates,2013,-8,-20,,0,39,64,0,20,11,1,1,1,0
United Arab Emirates,2014,-7,-19,,0,44,60,0,19,9,1,2,2,0
United Arab Emirates,2015,1,-13,,0,49,60,0,14,8,1,2,2,0
United Arab Emirates,2016,5,-5,,0,63,65,0,5,8,1,2,2,0
United Arab Emirates,2017,9,-2,,0,67,79,0,1,11,1,3,3,0
United Kingdom,1990,,,,0,,105,,-4,,10,,,0
United Kingdom,1991,,,,0,,115,,-3,,9,,,0
United Kingdom,1992,,,,0,,118,,-1,,8,,,0
United Kingdom,1993,,,,0,,117,,-2,,8,,,0
United Kingdom,1994,,,,0,,118,,-1,,8,,,0
United Kingdom,1995,,,,0,,116,,0,,9,,,0
United Kingdom,1996,,,,0,,115,,-1,,9,,,0
United Kingdom,1997,,,,0,,116,,-1,,10,,,0
United Kingdom,1998,,,,0,,118,,0,,9,,,0
United Kingdom,1999,,,,0,,123,,-1,,9,,,0
United Kingdom,2000,,,,0,,131,,-3,,7,,,0
United Kingdom,2001,,,,0,,140,,-2,,7,,,0
United Kingdom,2002,,,,0,,149,,-2,,6,,,0
United Kingdom,2003,4,,,0,,156,,-2,,5,,,0
United Kingdom,2004,5,,,0,,159,,-2,,5,,,0
United Kingdom,2005,6,,,0,,163,,-2,,5,,,0
United Kingdom,2006,6,,,0,,173,,-2,,6,,,0
United Kingdom,2007,6,,,0,,180,,-3,,5,,,0
United Kingdom,2008,6,,,0,,185,,-4,,6,,,0
United Kingdom,2009,9,,,0,,191,,-5,,6,,,0
United Kingdom,2010,12,,,1,,195,,-4,,5,,,0
United Kingdom,2011,14,,,1,,193,,-4,,8,,,0
United Kingdom,2012,14,,,1,,185,,-2,,9,,,0
United Kingdom,2013,13,,,1,,185,,-4,,8,,,0
United Kingdom,2014,13,3,,1,,179,,-6,,8,,,0
United Kingdom,2015,12,3,,1,,169,,-5,,8,,,0
United Kingdom,2016,,,,1,,164,,-5,,7,,,0
United Kingdom,2017,,,,1,,169,,-6,,7,,,0
United States,1990,,,,,,123,,-2,,,,,0
United States,1991,,,,,,124,,-1,,,,,0
United States,1992,,,,,,122,,0,,,,,0
United States,1993,,,,,,119,,-1,,,,,0
United States,1994,,,,,,117,,-1,,,,,0
United States,1995,,,,,,117,,-2,,,,,0
United States,1996,,,,,,119,,-1,,,,,0
United States,1997,,,,,,120,,-2,,,,,0
United States,1998,,,,,,121,,-2,,,,,0
United States,1999,,,,,,125,,-2,,,,,0
United States,2000,,,,,,129,,-3,,,,,0
United States,2001,,,,,,133,,-4,,,,,0
United States,2002,,,,1,,136,,-4,,10,,,0
United States,2003,12,,,1,,140,,-4,,10,,,0
United States,2004,12,,,1,,145,,-5,,9,,,0
United States,2005,11,,,1,,148,,-5,,9,,,0
United States,2006,9,,,1,,152,,-6,,9,,,0
United States,2007,5,,,1,82,158,,-6,,9,,,0
United States,2008,8,,,1,91,165,,-5,,9,,,0
United States,2009,16,,,1,91,169,,-5,,9,,,0
United States,2010,30,,,1,92,167,,-3,,9,,,0
United States,2011,25,,,1,96,161,,-3,,9,,,0
United States,2012,22,,,1,98,154,,-3,,10,,,0
United States,2013,20,,,1,97,150,,-3,,9,,,0
United States,2014,15,32,,1,98,149,,-2,,8,,,0
United States,2015,14,32,,1,98,149,,-2,,8,,,0
United States,2016,14,33,,1,95,149,,-2,,7,,,0
United States,2017,17,31,,1,95,150,,-2,,8,,,0
Uruguay,1990,,,,,,38,,,,,,,1
Uruguay,1992,,,,,,32,,,,,,,0
Uruguay,1993,,,,,,26,,,,,,,0
Uruguay,1994,,,,,,25,,,,,,,0
Uruguay,1995,,,,,,25,,,,,,,0
Uruguay,1996,,,,,,24,,,,,,,0
Uruguay,1997,,,,,,26,,,,,,,0
Uruguay,1998,,,,,,27,,,,,,,0
Uruguay,1999,,,,,,26,,,,,,,0
Uruguay,2000,,,,,,41,,,,6,,,0
Uruguay,2001,,19,,,,44,,,,8,,,0
Uruguay,2002,14,53,82,1,,45,,,,9,,,1
Uruguay,2007,17,45,79,1,,22,,,,15,,,0
Uruguay,2008,7,18,68,1,,24,,,,13,,,0
Uruguay,2009,9,21,68,1,,23,,,,11,,,0
Uruguay,2010,8,19,64,1,,28,,,,10,,,0
Uruguay,2011,10,20,55,1,,21,,,,10,,,0
Uruguay,2012,10,18,48,1,,22,,,,10,,,0
Uruguay,2013,12,17,43,1,71,23,0,-4,74,9,10,56,0
Uruguay,2014,13,9,40,1,66,23,0,-3,40,9,8,36,0
Uruguay,2015,15,7,44,1,71,26,0,-3,34,10,8,32,0
Uruguay,2016,20,8,54,1,82,27,0,-1,38,12,6,38,0
Uruguay,2017,,6,53,1,77,30,0,2,67,11,6,61,0
Venezuela,1991,,,,,72,33,,17,,14,,,0
Venezuela,1992,,,,,68,26,,4,,13,,,0
Venezuela,1993,,,,,65,28,,-6,,16,,,0
Venezuela,1994,,,,,67,28,,-3,,19,,,1
Venezuela,1996,,,,,48,13,,3,,23,,,0
Venezuela,1997,,,,,54,12,,13,,14,,,0
Venezuela,1998,,,,,45,10,,4,,9,,,1
Venezuela,2000,,,79,0,42,14,,2,,14,,,0
Venezuela,2001,,-6,68,0,34,14,,10,,9,,,0
Venezuela,2002,,2,61,0,31,12,,2,,12,,,1
Venezuela,2003,,-4,73,1,41,12,,8,,18,,,0
Venezuela,2004,,-6,68,1,51,10,,14,,16,,,0
Venezuela,2005,,-7,67,0,38,9,,14,,11,,,0
Venezuela,2006,,-15,69,0,31,11,,18,,8,,,0
Venezuela,2007,,-11,64,0,24,13,,15,,6,,,0
Venezuela,2008,,-4,72,0,25,17,,6,,5,,,1
Venezuela,2012,,-2,63,1,33,19,,5,,8,,,0
Venezuela,2013,,2,52,1,36,20,,1,,13,,,1
Vietnam,1990,,,,,100,,,-9,,18,1,,0
Vietnam,1991,,,,,111,,0,-4,,10,1,11,1
Vietnam,1992,,,,,87,,0,-2,,6,1,8,0
Vietnam,1993,,,,,71,,0,0,,9,1,7,1
Vietnam,1998,,,,,52,19,0,-6,,3,2,13,0
Vietnam,1999,,,,,52,20,0,-5,,3,2,14,0
Vietnam,2000,,,,,49,20,0,4,65,3,1,13,0
Vietnam,2001,,1,91,0,39,28,0,3,60,4,2,11,0
Vietnam,2002,,1,89,0,38,35,0,3,34,4,0,6,0
Vietnam,2003,,7,77,0,35,39,0,-2,55,4,0,10,0
Vietnam,2004,,10,77,0,37,43,0,-5,42,4,1,10,0
Vietnam,2005,,8,73,0,34,48,0,-3,44,4,1,9,0
Vietnam,2006,,6,68,0,31,59,0,-1,36,3,1,8,0
Vietnam,2007,,3,62,0,29,60,0,0,21,3,1,5,0
Vietnam,2008,,12,60,0,29,65,0,-9,14,4,1,6,0
Vietnam,2009,,22,60,0,26,86,0,-11,50,4,1,17,0
Vietnam,2010,,14,59,0,34,83,0,-7,60,4,1,14,0
Vietnam,2011,,12,59,0,39,103,0,-4,82,4,1,13,0
Vietnam,2012,5,11,64,0,37,115,0,0,125,4,1,16,0
Vietnam,2013,11,5,56,0,37,102,0,6,76,5,1,16,0
Vietnam,2014,11,7,51,1,37,95,0,5,80,7,1,15,0
Vietnam,2015,9,7,47,1,38,97,0,5,67,8,1,14,0
Vietnam,2016,9,10,47,1,41,100,0,0,76,8,1,13,0
Vietnam,2017,10,12,44,1,44,112,0,3,88,8,1,17,0
